,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Index,Customer Names,Index,Product Name,id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State Code,Region
97,SO - 0010373,2014-01-03,115,Wholesale,USD,AXW291,719,25,10,3906.1,39061.0,2695.209,115,Dynazzy Company,25,Product 25,719,Santa Fe,Santa Fe County,NM,New Mexico,City,35.68698,-105.9378,505,84099,35592,50737,135094735,484399,America/Denver,NM,West
98,SO - 0009496,2014-01-03,19,Distributor,USD,GUT930,992,25,6,5386.8,32320.800000000003,3070.4759999999997,19,Roberts Company,25,Product 25,992,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,414,60620,27457,45221,29480532,60789,America/Chicago,WI,Midwest
99,SO - 0010605,2014-01-03,22,Wholesale,USD,NXH382,339,5,5,1065.3,5326.5,543.303,22,SAFEWAY Ltd,5,Product 5,339,Spring Hill,Hernando County,FL,Florida,CDP,28.47689,-82.52546,352,100270,39038,41308,154983928,6194314,America/New York,FL,South
100,SO - 000717,2014-01-03,58,Wholesale,USD,AXW291,493,22,5,2291.4,11457.0,1581.066,58,Ozu Ltd,22,Product 22,493,Knight,Vanderburgh County,IN,Indiana,Township,37.96821,-87.49674,812,68081,28952,38154,88551836,1557717,America/Chicago,IN,Midwest
101,SO - 0002802,2014-01-03,60,Distributor,USD,AXW291,411,25,7,2559.4,17915.8,1612.422,60,BTA Corp,25,Product 25,411,Du Page,Will County,IL,Illinois,Township,41.68366,-88.08834,630,88783,27285,76058,93921849,1300802,America/Chicago,IL,Midwest
102,SO - 0003853,2014-01-03,113,Distributor,USD,NXH382,692,3,9,1809.0,16281.0,1338.66,113,Talane Group,3,Product 3,692,Jackson,Ocean County,NJ,New Jersey,Township,40.0908,-74.36126,848,56416,20131,84871,256852907,3574864,America/New York,NJ,Northeast
103,SO - 0004109,2014-01-03,160,Wholesale,USD,AXW291,179,13,9,1989.9,17909.100000000002,1591.92,160,Browsebug Company,13,Product 13,179,San Jose,Santa Clara County,CA,California,City,37.33939,-121.89496,408,1026908,314297,84647,459749746,7803332,America/Los Angeles,CA,West
104,SO - 0004622,2014-01-03,15,Wholesale,USD,GUT930,421,3,11,2318.2000000000003,25500.200000000004,1947.2880000000002,15,Centizu Company,3,Product 3,421,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,815,147861,46895,60976,166876584,1718805,America/Chicago,IL,Midwest
105,SO - 0004965,2014-01-03,68,Distributor,USD,AXW291,541,4,7,3825.7000000000003,26779.9,1874.593,68,True Ltd,4,Product 4,541,Brookline (CDP),Norfolk County,MA,Massachusetts,CDP,42.33176,-71.12116,857,59016,25324,95518,17508399,184972,America/New York,MA,Northeast
106,SO - 0005431,2014-01-03,165,Wholesale,USD,NXH382,811,20,5,5514.1,27570.5,2536.4860000000003,165,Buzzshare Company,20,Product 20,811,Gresham,Multnomah County,OR,Oregon,City,45.49818,-122.43148,503,110553,38773,46956,60342997,532750,America/Los Angeles,OR,West
107,SO - 0007483,2014-01-03,169,Distributor,USD,NXH382,539,25,9,944.7,8502.300000000001,566.82,169,Fivebridge Ltd,25,Product 25,539,Brockton,Plymouth County,MA,Massachusetts,City,42.08343,-71.01838,774,95314,32764,47557,55219911,507124,America/New York,MA,Northeast
108,SO - 0009671,2014-01-03,98,Distributor,USD,AXW291,426,5,7,1105.5,7738.5,928.62,98,Natures Group,5,Product 5,426,Lockport (Township),Will County,IL,Illinois,Township,41.59625,-88.08915,815,60056,20428,60827,93102197,1608475,America/Chicago,IL,Midwest
109,SO - 000187,2014-01-03,136,Wholesale,USD,FLR025,507,13,5,891.1,4455.5,632.681,136,Bath Group,13,Product 13,507,Portage,St. Joseph County,IN,Indiana,Township,41.66997,-86.27628,574,93008,32714,33567,89259849,1139710,America/Indiana/Indianapolis,IN,Midwest
110,SO - 000198,2014-01-03,19,Export,USD,FLR025,227,30,11,2472.3,27195.300000000003,1433.934,19,Roberts Company,30,Product 30,227,Broomfield,Broomfield County,CO,Colorado,City,39.92054,-105.08665,303,65065,23531,81898,85478497,1411781,America/Denver,CO,West
111,SO - 0003309,2014-01-03,146,Export,USD,AXW291,617,19,7,2351.7000000000003,16461.9,1622.673,146,Vimbo Company,19,Product 19,617,Burnsville,Dakota County,MN,Minnesota,City,44.76774,-93.27772,952,61481,24856,63649,64360143,5229703,America/Chicago,MN,Midwest
112,SO - 0003348,2014-01-03,8,Wholesale,USD,AXW291,488,8,12,884.4,10612.8,477.576,8,Amerisourc Corp,8,Product 8,488,Greenwood,Johnson County,IN,Indiana,City,39.61366,-86.10665,317,55586,20975,54176,72276415,1883,America/Indiana/Indianapolis,IN,Midwest
113,SO - 0003548,2014-01-03,173,Export,USD,NXH382,678,26,7,1172.5,8207.5,644.875,173,H Ltd,26,Product 26,678,Bayonne,Hudson County,NJ,New Jersey,City,40.66871,-74.11431,551,66311,25474,54413,15077580,13644570,America/New York,NJ,Northeast
114,SO - 0004273,2014-01-03,9,Wholesale,USD,NXH382,883,13,8,3832.4,30659.2,3219.216,9,Walgreen Corp,13,Product 13,883,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago,TX,South
115,SO - 0005395,2014-01-03,112,Distributor,USD,FLR025,369,25,9,1011.7,9105.300000000001,536.201,112,Skiptube Ltd,25,Product 25,369,Ames,Story County,IA,Iowa,City,42.03471,-93.61994,515,65060,24004,41616,64894500,521634,America/Chicago,IA,Midwest
116,SO - 0010342,2014-01-03,71,Wholesale,USD,AXW291,301,5,9,1916.2,17245.8,1034.748,71,Remedy Ltd,5,Product 5,301,Hollywood,Broward County,FL,Florida,City,26.0112,-80.14949,954,149728,55823,46791,70639073,8937087,America/New York,FL,South
117,SO - 0008833,2014-01-03,126,Wholesale,USD,NXH382,292,4,10,6371.7,63717.0,2803.548,126,Rhynoodle Ltd,4,Product 4,292,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,954,79768,31915,40626,39084365,2996502,America/New York,FL,South
118,SO - 0008201,2014-01-03,105,Distributor,USD,AXW291,150,26,8,3356.7000000000003,26853.600000000002,1879.7520000000004,105,Oozz Group,26,Product 26,150,Perris,Riverside County,CA,California,City,33.78252,-117.22865,951,74971,16297,49325,81742547,284236,America/Los Angeles,CA,West
119,SO - 0008587,2014-01-03,25,Wholesale,USD,FLR025,528,14,5,227.8,1139.0,186.796,25,Zoonoodle Ltd,14,Product 14,528,Louisville,Jefferson County,KY,Kentucky,City,38.25424,-85.75941,502,760026,0,0,159116437,12579358,America/New York,KY,South
120,SO - 0009558,2014-01-03,108,Distributor,USD,NXH382,223,22,10,1232.8,12328.0,862.9599999999999,108,Vitz Company,22,Product 22,223,Yucaipa,San Bernardino County,CA,California,City,34.03363,-117.04309,909,53328,18198,56452,73532054,0,America/Los Angeles,CA,West
121,SO - 0001941,2014-01-03,160,Distributor,USD,GUT930,582,5,12,1038.5,12462.0,581.5600000000001,160,Browsebug Company,5,Product 5,582,Battle Creek,Calhoun County,MI,Michigan,City,42.32115,-85.17971,269,51589,20629,36882,110327932,2941953,America/Detroit,MI,Midwest
122,SO - 0001966,2014-01-03,174,Wholesale,USD,AXW291,362,3,10,1172.5,11725.0,973.175,174,Tekfly Group,3,Product 3,362,Roswell,Fulton County/Cobb County,GA,Georgia,City,34.03945,-84.35095,770,94501,34697,82150,105445793,3323799,America/New York,GA,South
123,SO - 0002436,2014-01-03,157,Distributor,USD,FLR025,872,27,11,3859.2000000000003,42451.200000000004,1736.64,157,Flipstorm Group,27,Product 27,872,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago,TX,South
124,SO - 0003555,2014-01-03,120,Distributor,USD,AXW291,476,6,11,1829.1000000000001,20120.100000000002,859.677,120,Chatterbri Ltd,6,Product 6,476,Center,Delaware County,IN,Indiana,Township,40.19153,-85.38601,765,69064,26656,30568,89310342,695523,America/Indiana/Indianapolis,IN,Midwest
125,SO - 0004288,2014-01-03,29,Export,USD,AXW291,190,3,5,221.1,1105.5,152.559,29,Voolia Ltd,3,Product 3,190,Santa Maria,Santa Barbara County,CA,California,City,34.95303,-120.43572,805,105093,27365,50433,59005328,1648788,America/Los Angeles,CA,West
126,SO - 0004460,2014-01-03,108,Wholesale,USD,GUT930,681,20,12,5688.3,68259.6,4152.459,108,Vitz Company,20,Product 20,681,Cherry Hill,Camden County,NJ,New Jersey,Township,39.90461,-74.997,856,71340,26067,92185,62351899,316423,America/New York,NJ,Northeast
127,SO - 0004900,2014-01-03,114,Wholesale,USD,GUT930,744,2,10,2405.3,24053.0,986.173,114,Terumo Corp,2,Product 2,744,Hamburg (Town),Erie County,NY,New York,Town,42.73911,-78.85713,716,58022,23895,62383,107025337,71731,America/New York,NY,Northeast
128,SO - 0005729,2014-01-03,146,Wholesale,USD,NXH382,611,13,10,3825.7000000000003,38257.0,1836.336,146,Vimbo Company,13,Product 13,611,Wyoming,Kent County,MI,Michigan,City,42.91336,-85.70531,616,75275,27602,46849,63691821,628737,America/Detroit,MI,Midwest
129,SO - 0005909,2014-01-03,4,Wholesale,USD,AXW291,779,17,9,3859.2000000000003,34732.8,1813.824,4,Eire Corp,17,Product 17,779,Colerain,Hamilton County,OH,Ohio,Township,39.25479,-84.62414,513,58838,22193,56299,110938846,901289,America/New York,OH,Midwest
130,SO - 0008255,2014-01-03,88,Wholesale,USD,AXW291,161,30,6,5681.6,34089.600000000006,4090.752,88,Twitterbri Ltd,30,Product 30,161,Redding,Shasta County,CA,California,City,40.58654,-122.39168,530,91582,35436,43341,154485022,3957246,America/Los Angeles,CA,West
131,SO - 000105,2014-01-03,143,Wholesale,USD,AXW291,804,13,6,1822.4,10934.400000000001,1476.1440000000002,143,Mita Corp,13,Product 13,804,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,OK,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago,OK,South
132,SO - 0003563,2014-01-03,160,Wholesale,USD,GUT930,202,1,12,1165.8,13989.599999999999,827.718,160,Browsebug Company,1,Product 1,202,Torrance,Los Angeles County,CA,California,City,33.83585,-118.34063,424,148475,55377,79549,53038407,194217,America/Los Angeles,CA,West
133,SO - 0004526,2014-01-03,175,Export,USD,FLR025,952,5,5,3993.2000000000003,19966.0,2635.512,175,SHISEIDO Ltd,5,Product 5,952,Richmond,Richmond city,VA,Virginia,City,37.55376,-77.46026,804,220289,87224,40758,154942138,6879776,America/New York,VA,South
134,SO - 0010280,2014-01-03,124,Export,USD,NXH382,66,18,8,1058.6000000000001,8468.800000000001,529.3000000000001,124,Roomm Company,18,Product 18,66,Compton,Los Angeles County,CA,California,City,33.89585,-118.22007,424,98462,23551,43507,25973637,227893,America/Los Angeles,CA,West
135,SO - 0010404,2014-01-03,45,Wholesale,USD,AXW291,62,19,12,2472.3,29667.600000000002,1236.15,45,State Ltd,19,Product 19,62,Chula Vista,San Diego County,CA,California,City,32.64,-117.08417,619,265757,78066,65185,128544440,6380135,America/Los Angeles,CA,West
136,SO - 0009276,2014-01-03,175,Distributor,USD,GUT930,790,3,7,1688.4,11818.800000000001,1215.648,175,SHISEIDO Ltd,3,Product 3,790,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York,OH,Midwest
137,SO - 000450,2014-01-04,47,Wholesale,USD,AXW291,378,25,7,1078.7,7550.900000000001,906.1080000000001,47,Gigabox Group,25,Product 25,378,Waterloo,Black Hawk County,IA,Iowa,City,42.49276,-92.34296,319,68460,28430,41933,159034208,4720453,America/Chicago,IA,Midwest
138,SO - 0001724,2014-01-04,88,Wholesale,USD,AXW291,462,25,11,1038.5,11423.5,633.485,88,Twitterbri Ltd,25,Product 25,462,Warren,Lake County,IL,Illinois,Township,42.37285,-87.94653,847,64505,23406,80585,93183939,2038971,America/Chicago,IL,Midwest
139,SO - 0002078,2014-01-04,50,Wholesale,USD,AXW291,119,29,5,3999.9,19999.5,3279.9179999999997,50,Wordtune Company,29,Product 29,119,Lodi,San Joaquin County,CA,California,City,38.1302,-121.27245,209,64596,22423,49316,35406139,553120,America/Los Angeles,CA,West
140,SO - 0002795,2014-01-04,111,Wholesale,USD,AXW291,115,26,12,3872.6,46471.2,2517.19,111,Buzzbean Group,26,Product 26,115,Lakewood,Los Angeles County,CA,California,City,33.85363,-118.13396,562,81611,26083,79193,24394508,133056,America/Los Angeles,CA,West
141,SO - 0004247,2014-01-04,56,Export,USD,AXW291,173,24,6,3879.3,23275.800000000003,2056.029,56,Realpoint Corp,24,Product 24,173,Salinas,Monterey County,CA,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,CA,West
142,SO - 0004592,2014-01-04,21,Wholesale,USD,AXW291,48,12,12,5406.900000000001,64882.8,3676.6920000000005,21,Viva Ltd,12,Product 12,48,Bellflower,Los Angeles County,CA,California,City,33.88168,-118.11701,562,78441,23176,48823,15845460,138188,America/Los Angeles,CA,West
143,SO - 0005716,2014-01-04,7,Wholesale,USD,AXW291,712,20,12,234.5,2814.0,189.94500000000002,7,Skidoo Company,20,Product 20,712,Vineland,Cumberland County,NJ,New Jersey,City,39.48623,-75.02573,856,60818,20825,49453,177137138,1541990,America/New York,NJ,Northeast
144,SO - 0006790,2014-01-04,100,Wholesale,USD,AXW291,531,12,10,2532.6,25326.0,1696.842,100,Aibox Company,12,Product 12,531,Bossier City,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,318,68094,25540,47342,111133147,2556414,America/Chicago,LA,South
145,SO - 0006962,2014-01-04,126,Distributor,USD,AXW291,559,4,9,2720.2000000000003,24481.800000000003,1251.2920000000001,126,Rhynoodle Ltd,4,Product 4,559,Somerville,Middlesex County,MA,Massachusetts,City,42.3876,-71.0995,857,80318,32181,73106,10677911,258982,America/New York,MA,Northeast
146,SO - 0007587,2014-01-04,134,Export,USD,AXW291,216,13,10,2391.9,23919.0,1363.383,134,Quimm Company,13,Product 13,216,West Covina,Los Angeles County,CA,California,City,34.06862,-117.93895,626,108484,30816,69189,41546642,124507,America/Los Angeles,CA,West
147,SO - 0008464,2014-01-04,44,Distributor,USD,GUT930,466,15,5,3852.5,19262.5,1695.1,44,Fivechat Company,15,Product 15,466,Wheatland,Will County,IL,Illinois,Township,41.68178,-88.20282,630,83950,24542,128509,91886783,881658,America/Chicago,IL,Midwest
148,SO - 0008999,2014-01-04,126,Distributor,USD,AXW291,743,15,8,5601.2,44809.6,2632.564,126,Rhynoodle Ltd,15,Product 15,743,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,914,92029,32764,115754,78500191,15034965,America/New York,NY,Northeast
149,SO - 0001629,2014-01-04,116,Distributor,USD,NXH382,749,13,8,2787.2000000000003,22297.600000000002,1254.2400000000002,116,Epic Group,13,Product 13,749,Irondequoit (CDP),Monroe County,NY,New York,CDP,43.2134,-77.57972,716,51594,22203,54275,38824918,4747986,America/New York,NY,Northeast
150,SO - 0004196,2014-01-04,11,Distributor,USD,GUT930,397,1,6,1011.7,6070.200000000001,829.5939999999999,11,Voonyx Group,1,Product 1,397,Bloomington City,McLean County,IL,Illinois,Township,40.47578,-88.96991,309,78292,31110,62254,70308044,24508,America/Chicago,IL,Midwest
151,SO - 0004344,2014-01-04,45,Distributor,USD,AXW291,899,6,8,5447.1,43576.8,2723.55,45,State Ltd,6,Product 6,899,Midland,Martin County/Midland County,TX,Texas,City,32.02464,-102.11347,432,132950,43214,69173,192622240,460027,America/Chicago,TX,South
152,SO - 0004511,2014-01-04,17,Distributor,USD,AXW291,743,28,10,1239.5,12395.0,942.02,17,Liberty Group,28,Product 28,743,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,914,92029,32764,115754,78500191,15034965,America/New York,NY,Northeast
153,SO - 0006153,2014-01-04,80,Wholesale,USD,AXW291,89,18,11,1078.7,11865.7,852.1730000000001,80,Realbuzz Ltd,18,Product 18,89,Fountain Valley,Orange County,CA,California,City,33.70918,-117.95367,657,56987,18842,82367,23497244,33638,America/Los Angeles,CA,West
154,SO - 0006716,2014-01-04,131,Distributor,USD,AXW291,632,26,8,207.70000000000002,1661.6000000000001,93.465,131,Rooxo Company,26,Product 26,632,Blue Springs,Jackson County,MO,Missouri,City,39.01695,-94.28161,816,54148,19132,63753,57890712,199618,America/Chicago,MO,Midwest
155,SO - 0007510,2014-01-04,131,Wholesale,USD,AXW291,710,5,9,3035.1,27315.899999999998,1335.444,131,Rooxo Company,5,Product 5,710,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,908,58128,20522,75742,23441475,81707,America/New York,NJ,Northeast
156,SO - 0010159,2014-01-04,60,Export,USD,GUT930,16,25,9,2485.7000000000003,22371.300000000003,1043.9940000000001,60,BTA Corp,25,Product 25,16,Rogers,Benton County,AR,Arkansas,City,36.33202,-94.11854,501,63159,21295,52943,98229307,452140,America/Chicago,AR,South
157,SO - 0010333,2014-01-04,52,Export,USD,AXW291,429,4,9,1005.0,9045.0,663.3000000000001,52,Avamba Company,4,Product 4,429,Milton,DuPage County,IL,Illinois,Township,41.85857,-88.08948,630,118844,43510,84039,88967140,2353781,America/Chicago,IL,Midwest
158,SO - 0009096,2014-01-04,94,Wholesale,USD,AXW291,400,25,9,5594.5,50350.5,4083.985,94,Browsetype Corp,25,Product 25,400,Capital,Sangamon County,IL,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,IL,Midwest
159,SO - 000725,2014-01-04,89,Wholesale,USD,AXW291,274,26,9,2512.5,22612.5,1658.25,89,Internatio Company,26,Product 26,274,West Hartford (CDP),Hartford County,CT,Connecticut,CDP,41.76204,-72.74204,959,63396,24935,86569,56558781,1097890,America/New York,CT,Northeast
160,SO - 0002445,2014-01-04,67,Distributor,USD,AXW291,981,13,11,1005.0,11055.0,814.0500000000001,67,Skyble Corp,13,Product 13,981,Appleton,Outagamie County/Calumet County/Winnebago County,WI,Wisconsin,City,44.27795,-88.38826,920,74139,28447,53588,63411082,1264402,America/Chicago,WI,Midwest
161,SO - 0002523,2014-01-04,15,Export,USD,AXW291,799,1,5,3999.9,19999.5,1639.9589999999998,15,Centizu Company,1,Product 1,799,Lawton,Comanche County,OK,Oklahoma,City,34.60869,-98.39033,580,96655,33255,42493,209876261,0,America/Chicago,OK,South
162,SO - 0003936,2014-01-04,29,Wholesale,USD,FLR025,693,21,10,2003.3,20033.0,1282.112,29,Voolia Ltd,21,Product 21,693,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York,NJ,Northeast
163,SO - 0006597,2014-01-04,62,Export,USD,NXH382,416,24,5,1922.9,9614.5,1538.3200000000002,62,Topiczoom Corp,24,Product 24,416,Evanston (Township),Cook County,IL,Illinois,Township,42.04639,-87.69435,847,75527,29263,70041,20148542,57390,America/Chicago,IL,Midwest
164,SO - 0008954,2014-01-04,126,Distributor,USD,AXW291,731,19,10,3939.6,39396.0,3348.66,126,Rhynoodle Ltd,19,Product 19,731,Amherst,Erie County,NY,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York,NY,Northeast
165,SO - 0008682,2014-01-04,135,Wholesale,USD,AXW291,276,4,8,3819.0,30552.0,2635.1099999999997,135,Kaymbo Company,4,Product 4,276,West Haven (Town),New Haven County,CT,Connecticut,Town,41.27212,-72.9675,203,54927,20137,50846,27834890,439572,America/New York,CT,Northeast
166,SO - 0009909,2014-01-04,45,Wholesale,USD,AXW291,355,25,10,1045.2,10452.0,679.3800000000001,45,State Ltd,25,Product 25,355,Atlanta,DeKalb County/Fulton County,GA,Georgia,City,33.76291,-84.42267,678,463878,185820,47527,345684978,2311315,America/New York,GA,South
167,SO - 0010192,2014-01-04,29,Wholesale,USD,AXW291,432,29,11,1031.8,11349.8,567.49,29,Voolia Ltd,29,Product 29,432,Naperville (Township),DuPage County,IL,Illinois,Township,41.76635,-88.2009,630,102708,37133,88282,90385339,2423679,America/Chicago,IL,Midwest
168,SO - 0002164,2014-01-04,95,Wholesale,USD,AXW291,941,6,11,3772.1,41493.1,3093.122,95,Realbridge Corp,6,Product 6,941,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,571,73677,24618,105278,30936668,299660,America/New York,VA,South
169,SO - 0004885,2014-01-04,2,Distributor,USD,FLR025,121,2,8,1139.0,9112.0,501.16,2,Jaxbean Group,2,Product 2,121,Los Angeles,Los Angeles County,CA,California,City,34.05223,-118.24368,213,3971883,1342761,50205,1214027148,88124562,America/Los Angeles,CA,West
170,SO - 0005897,2014-01-04,41,Wholesale,USD,FLR025,643,2,12,857.6,10291.2,548.864,41,Pixoboo Corp,2,Product 2,643,St. Louis,St. Louis city,MO,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago,MO,Midwest
171,SO - 0010083,2014-01-04,30,Distributor,USD,AXW291,347,6,10,1192.6000000000001,11926.000000000002,954.0800000000002,30,Shuffledri Group,6,Product 6,347,The Villages,Sumter County/Marion County,FL,Florida,CDP,28.89895,-81.99374,352,61046,36306,56672,81159020,3246650,America/New York,FL,South
